CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            18 Ceuta;    2019;        De 16 a 19 años;Mujeres;34.00;55.83;48.42;;;;;;;;
            19 Melilla;    2019;        De 16 a 19 años;Mujeres;33.14;78.89;51.47;;;;;;;;
            01 Andalucía;    2019;        De 20 a 24 años;Mujeres;35.04;42.98;54.08;;;;;;;;
            02 Aragón;    2019;        De 20 a 24 años;Mujeres;43.31;28.35;54.40;;;;;;;;
            03 Asturias, Principado de;    2019;        De 20 a 24 años;Mujeres;38.30;32.08;48.50;;;;;;;;
            04 Balears, Illes;    2019;        De 20 a 24 años;Mujeres;51.40;26.92;61.39;;;;;;;;
            05 Canarias;    2019;        De 20 a 24 años;Mujeres;40.00;43.41;58.10;;;;;;;;
            06 Cantabria;    2019;        De 20 a 24 años;Mujeres;43.28;32.29;52.54;;;;;;;;
            07 Castilla y León;    2019;        De 20 a 24 años;Mujeres;40.06;31.10;50.69;;;;;;;;
            08 Castilla - La Mancha;    2019;        De 20 a 24 años;Mujeres;36.91;41.85;53.03;;;;;;;;
            09 Cataluña;    2019;        De 20 a 24 años;Mujeres;48.39;21.07;58.95;;;;;;;;
            10 Comunitat Valenciana;    2019;        De 20 a 24 años;Mujeres;40.92;34.48;54.22;;;;;;;;
            11 Extremadura;    2019;        De 20 a 24 años;Mujeres;33.99;50.58;49.26;;;;;;;;
            12 Galicia;    2019;        De 20 a 24 años;Mujeres;40.26;24.77;50.46;;;;;;;;
            13 Madrid, Comunidad de;    2019;        De 20 a 24 años;Mujeres;49.99;25.73;60.47;;;;;;;;
            14 Murcia, Región de;    2019;        De 20 a 24 años;Mujeres;41.19;36.58;56.21;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        De 20 a 24 años;Mujeres;48.01;18.34;56.24;;;;;;;;
            16 País Vasco;    2019;        De 20 a 24 años;Mujeres;45.67;25.10;53.61;;;;;;;;
            17 Rioja, La;    2019;        De 20 a 24 años;Mujeres;45.21;21.58;56.16;;;;;;;;
            18 Ceuta;    2019;        De 20 a 24 años;Mujeres;35.55;34.79;51.81;;;;;;;;
            19 Melilla;    2019;        De 20 a 24 años;Mujeres;35.03;54.53;51.11;;;;;;;;
            01 Andalucía;    2019;        De 25 a 54 años;Mujeres;34.95;24.33;53.90;;;;;;;;
            02 Aragón;    2019;        De 25 a 54 años;Mujeres;43.12;10.85;54.26;;;;;;;;
            03 Asturias, Principado de;    2019;        De 25 a 54 años;Mujeres;37.40;15.45;48.38;;;;;;;;
            04 Balears, Illes;    2019;        De 25 a 54 años;Mujeres;49.94;12.26;62.12;;;;;;;;
            05 Canarias;    2019;        De 25 a 54 años;Mujeres;40.79;20.67;58.58;;;;;;;;
            06 Cantabria;    2019;        De 25 a 54 años;Mujeres;41.72;10.67;51.76;;;;;;;;
            07 Castilla y León;    2019;        De 25 a 54 años;Mujeres;39.42;12.73;50.51;;;;;;;;
            08 Castilla - La Mancha;    2019;        De 25 a 54 años;Mujeres;36.92;19.62;52.99;;;;;;;;
            09 Cataluña;    2019;        De 25 a 54 años;Mujeres;46.78;10.39;58.76;;;;;;;;
            10 Comunitat Valenciana;    2019;        De 25 a 54 años;Mujeres;39.86;15.39;54.63;;;;;;;;
            11 Extremadura;    2019;        De 25 a 54 años;Mujeres;33.73;26.72;50.64;;;;;;;;
            12 Galicia;    2019;        De 25 a 54 años;Mujeres;40.26;12.66;50.39;;;;;;;;
            13 Madrid, Comunidad de;    2019;        De 25 a 54 años;Mujeres;50.07;9.96;61.30;;;;;;;;
            14 Murcia, Región de;    2019;        De 25 a 54 años;Mujeres;40.35;16.95;55.48;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        De 25 a 54 años;Mujeres;46.64;9.13;56.07;;;;;;;;
            16 País Vasco;    2019;        De 25 a 54 años;Mujeres;45.55;8.68;53.61;;;;;;;;
            17 Rioja, La;    2019;        De 25 a 54 años;Mujeres;44.90;8.91;55.50;;;;;;;;
            18 Ceuta;    2019;        De 25 a 54 años;Mujeres;30.74;30.22;51.94;;;;;;;;
            19 Melilla;    2019;        De 25 a 54 años;Mujeres;38.05;33.10;52.81;;;;;;;;
            01 Andalucía;    2019;        55 y más años;Mujeres;35.98;20.08;53.59;;;;;;;;
            02 Aragón;    2019;        55 y más años;Mujeres;44.77;8.30;54.77;;;;;;;;
            03 Asturias, Principado de;    2019;        55 y más años;Mujeres;38.08;11.37;47.79;;;;;;;;
            04 Balears, Illes;    2019;        55 y más años;Mujeres;49.38;10.09;62.73;;;;;;;;
            05 Canarias;    2019;        55 y más años;Mujeres;40.86;18.29;58.90;;;;;;;;
            06 Cantabria;    2019;        55 y más años;Mujeres;43.96;6.94;52.23;;;;;;;;
            07 Castilla y León;    2019;        55 y más años;Mujeres;39.54;11.69;49.40;;;;;;;;
            08 Castilla - La Mancha;    2019;        55 y más años;Mujeres;36.76;18.94;52.33;;;;;;;;
            09 Cataluña;    2019;        55 y más años;Mujeres;47.25;10.62;58.61;;;;;;;;
            10 Comunitat Valenciana;    2019;        55 y más años;Mujeres;40.41;15.99;53.80;;;;;;;;
            11 Extremadura;    2019;        55 y más años;Mujeres;32.25;21.84;47.85;;;;;;;;
            12 Galicia;    2019;        55 y más años;Mujeres;41.30;10.53;50.73;;;;;;;;
            13 Madrid, Comunidad de;    2019;        55 y más años;Mujeres;52.14;11.84;62.11;;;;;;;;
            14 Murcia, Región de;    2019;        55 y más años;Mujeres;41.99;13.15;56.07;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        55 y más años;Mujeres;49.05;5.18;56.79;;;;;;;;
            16 País Vasco;    2019;        55 y más años;Mujeres;46.30;7.27;53.83;;;;;;;;
            17 Rioja, La;    2019;        55 y más años;Mujeres;43.95;9.25;54.83;;;;;;;;
            18 Ceuta;    2019;        55 y más años;Mujeres;28.51;20.50;53.14;;;;;;;;
            19 Melilla;    2019;        55 y más años;Mujeres;34.36;14.69;49.66;;;;;;;;
            01 Andalucía;    2018;        Menores de 25 años;Mujeres;36.37;46.50;51.65;;;;;;;;
            02 Aragón;    2018;        Menores de 25 años;Mujeres;44.93;29.41;53.42;;;;;;;;
            03 Asturias, Principado de;    2018;        Menores de 25 años;Mujeres;39.77;40.24;47.11;;;;;;;;
            04 Balears, Illes;    2018;        Menores de 25 años;Mujeres;48.84;22.07;60.96;;;;;;;;
            05 Canarias;    2018;        Menores de 25 años;Mujeres;42.68;35.48;58.29;;;;;;;;
            06 Cantabria;    2018;        Menores de 25 años;Mujeres;44.35;34.83;50.83;;;;;;;;
            07 Castilla y León;    2018;        Menores de 25 años;Mujeres;40.69;27.04;48.89;;;;;;;;
            08 Castilla - La Mancha;    2018;        Menores de 25 años;Mujeres;39.35;48.86;51.27;;;;;;;;
            09 Cataluña;    2018;        Menores de 25 años;Mujeres;48.72;25.44;58.37;;;;;;;;
            10 Comunitat Valenciana;    2018;        Menores de 25 años;Mujeres;42.04;32.84;53.96;;;;;;;;
            11 Extremadura;    2018;        Menores de 25 años;Mujeres;34.73;50.33;46.22;;;;;;;;
            12 Galicia;    2018;        Menores de 25 años;Mujeres;41.96;34.66;50.47;;;;;;;;
            13 Madrid, Comunidad de;    2018;        Menores de 25 años;Mujeres;52.15;24.65;60.93;;;;;;;;
            14 Murcia, Región de;    2018;        Menores de 25 años;Mujeres;42.17;36.35;54.41;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        Menores de 25 años;Mujeres;49.41;25.19;55.95;;;;;;;;
            16 País Vasco;    2018;        Menores de 25 años;Mujeres;47.96;26.50;54.16;;;;;;;;
            17 Rioja, La;    2018;        Menores de 25 años;Mujeres;46.87;25.18;55.15;;;;;;;;
            18 Ceuta;    2018;        Menores de 25 años;Mujeres;32.63;65.31;47.12;;;;;;;;
            19 Melilla;    2018;        Menores de 25 años;Mujeres;37.60;73.67;49.60;;;;;;;;
            01 Andalucía;    2018;        25 y más años;Mujeres;37.39;25.50;50.99;;;;;;;;
            02 Aragón;    2018;        25 y más años;Mujeres;44.95;11.16;52.46;;;;;;;;
            03 Asturias, Principado de;    2018;        25 y más años;Mujeres;39.27;13.88;46.64;;;;;;;;
            04 Balears, Illes;    2018;        25 y más años;Mujeres;50.28;10.07;60.99;;;;;;;;
            05 Canarias;    2018;        25 y más años;Mujeres;41.75;20.34;56.44;;;;;;;;
            06 Cantabria;    2018;        25 y más años;Mujeres;43.20;11.20;49.68;;;;;;;;
            07 Castilla y León;    2018;        25 y más años;Mujeres;40.19;13.51;48.04;;;;;;;;
            08 Castilla - La Mancha;    2018;        25 y más años;Mujeres;37.93;22.09;48.41;;;;;;;;
            09 Cataluña;    2018;        25 y más años;Mujeres;48.74;11.00;57.30;;;;;;;;
            10 Comunitat Valenciana;    2018;        25 y más años;Mujeres;42.22;16.36;53.11;;;;;;;;
            11 Extremadura;    2018;        25 y más años;Mujeres;34.88;27.62;45.63;;;;;;;;
            12 Galicia;    2018;        25 y más años;Mujeres;41.74;13.43;48.91;;;;;;;;
            13 Madrid, Comunidad de;    2018;        25 y más años;Mujeres;52.60;12.07;61.50;;;;;;;;
            14 Murcia, Región de;    2018;        25 y más años;Mujeres;43.09;19.66;54.39;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        25 y más años;Mujeres;48.82;10.12;54.63;;;;;;;;
            16 País Vasco;    2018;        25 y más años;Mujeres;47.14;8.96;52.38;;;;;;;;
            17 Rioja, La;    2018;        25 y más años;Mujeres;46.45;11.04;53.90;;;;;;;;
            18 Ceuta;    2018;        25 y más años;Mujeres;34.78;33.04;44.46;;;;;;;;
            19 Melilla;    2018;        25 y más años;Mujeres;33.80;28.12;45.26;;;;;;;;
            01 Andalucía;    2018;        De 16 a 19 años;Mujeres;37.36;61.56;49.58;;;;;;;;
            02 Aragón;    2018;        De 16 a 19 años;Mujeres;46.73;46.04;52.59;;;;;;;;
            03 Asturias, Principado de;    2018;        De 16 a 19 años;Mujeres;39.78;56.75;45.50;;;;;;;;
            04 Balears, Illes;    2018;        De 16 a 19 años;Mujeres;50.25;44.63;59.43;;;;;;;;
            05 Canarias;    2018;        De 16 a 19 años;Mujeres;41.80;45.68;55.16;;;;;;;;
            06 Cantabria;    2018;        De 16 a 19 años;Mujeres;44.91;32.63;50.22;;;;;;;;
            07 Castilla y León;    2018;        De 16 a 19 años;Mujeres;39.87;47.93;46.68;;;;;;;;
            08 Castilla - La Mancha;    2018;        De 16 a 19 años;Mujeres;38.49;76.59;47.53;;;;;;;;
            09 Cataluña;    2018;        De 16 a 19 años;Mujeres;49.00;40.12;56.45;;;;;;;;
            10 Comunitat Valenciana;    2018;        De 16 a 19 años;Mujeres;43.14;45.68;52.69;;;;;;;;
            11 Extremadura;    2018;        De 16 a 19 años;Mujeres;34.80;59.82;44.49;;;;;;;;
            12 Galicia;    2018;        De 16 a 19 años;Mujeres;43.31;66.71;49.24;;;;;;;;
            13 Madrid, Comunidad de;    2018;        De 16 a 19 años;Mujeres;52.88;50.68;60.12;;;;;;;;
            14 Murcia, Región de;    2018;        De 16 a 19 años;Mujeres;43.92;51.56;52.84;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        De 16 a 19 años;Mujeres;48.57;35.55;54.03;;;;;;;;
            16 País Vasco;    2018;        De 16 a 19 años;Mujeres;46.13;34.71;51.41;;;;;;;;
            17 Rioja, La;    2018;        De 16 a 19 años;Mujeres;46.56;36.92;52.20;;;;;;;;
            18 Ceuta;    2018;        De 16 a 19 años;Mujeres;35.57;58.30;47.08;;;;;;;;
            19 Melilla;    2018;        De 16 a 19 años;Mujeres;32.71;87.16;45.62;;;;;;;;
            01 Andalucía;    2018;        De 20 a 24 años;Mujeres;37.83;43.34;46.95;;;;;;;;
            02 Aragón;    2018;        De 20 a 24 años;Mujeres;48.25;26.22;51.57;;;;;;;;
            03 Asturias, Principado de;    2018;        De 20 a 24 años;Mujeres;41.11;38.39;45.44;;;;;;;;
            04 Balears, Illes;    2018;        De 20 a 24 años;Mujeres;52.35;16.98;57.79;;;;;;;;
            05 Canarias;    2018;        De 20 a 24 años;Mujeres;43.53;33.29;52.63;;;;;;;;
            06 Cantabria;    2018;        De 20 a 24 años;Mujeres;45.45;35.29;49.03;;;;;;;;
            07 Castilla y León;    2018;        De 20 a 24 años;Mujeres;40.46;23.47;45.84;;;;;;;;
            08 Castilla - La Mancha;    2018;        De 20 a 24 años;Mujeres;39.61;44.60;45.81;;;;;;;;
            09 Cataluña;    2018;        De 20 a 24 años;Mujeres;51.36;21.99;55.61;;;;;;;;
            10 Comunitat Valenciana;    2018;        De 20 a 24 años;Mujeres;45.41;29.20;51.36;;;;;;;;
            11 Extremadura;    2018;        De 20 a 24 años;Mujeres;34.41;49.04;42.42;;;;;;;;
            12 Galicia;    2018;        De 20 a 24 años;Mujeres;43.69;29.98;48.03;;;;;;;;
            13 Madrid, Comunidad de;    2018;        De 20 a 24 años;Mujeres;53.79;20.63;58.60;;;;;;;;
            14 Murcia, Región de;    2018;        De 20 a 24 años;Mujeres;45.05;32.94;50.91;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        De 20 a 24 años;Mujeres;49.67;23.09;53.56;;;;;;;;
            16 País Vasco;    2018;        De 20 a 24 años;Mujeres;47.60;25.29;50.90;;;;;;;;
            17 Rioja, La;    2018;        De 20 a 24 años;Mujeres;46.46;23.74;50.61;;;;;;;;
            18 Ceuta;    2018;        De 20 a 24 años;Mujeres;33.50;66.72;42.18;;;;;;;;
            19 Melilla;    2018;        De 20 a 24 años;Mujeres;29.75;70.31;40.43;;;;;;;;
            01 Andalucía;    2018;        De 25 a 54 años;Mujeres;37.82;25.98;44.83;;;;;;;;
            02 Aragón;    2018;        De 25 a 54 años;Mujeres;48.06;11.23;51.19;;;;;;;;
            03 Asturias, Principado de;    2018;        De 25 a 54 años;Mujeres;38.75;14.88;43.00;;;;;;;;
            04 Balears, Illes;    2018;        De 25 a 54 años;Mujeres;51.55;10.77;55.69;;;;;;;;
            05 Canarias;    2018;        De 25 a 54 años;Mujeres;46.77;20.12;52.59;;;;;;;;
            06 Cantabria;    2018;        De 25 a 54 años;Mujeres;44.47;11.66;47.75;;;;;;;;
            07 Castilla y León;    2018;        De 25 a 54 años;Mujeres;40.29;13.93;44.44;;;;;;;;
            08 Castilla - La Mancha;    2018;        De 25 a 54 años;Mujeres;39.09;22.89;43.44;;;;;;;;
            09 Cataluña;    2018;        De 25 a 54 años;Mujeres;50.57;10.92;54.24;;;;;;;;
            10 Comunitat Valenciana;    2018;        De 25 a 54 años;Mujeres;44.94;16.16;49.77;;;;;;;;
            11 Extremadura;    2018;        De 25 a 54 años;Mujeres;35.38;28.76;42.14;;;;;;;;
            12 Galicia;    2018;        De 25 a 54 años;Mujeres;42.84;13.94;47.05;;;;;;;;
            13 Madrid, Comunidad de;    2018;        De 25 a 54 años;Mujeres;53.49;12.03;57.08;;;;;;;;
            14 Murcia, Región de;    2018;        De 25 a 54 años;Mujeres;44.15;19.99;48.26;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        De 25 a 54 años;Mujeres;49.00;10.43;52.07;;;;;;;;
            16 País Vasco;    2018;        De 25 a 54 años;Mujeres;46.56;9.21;50.00;;;;;;;;
            17 Rioja, La;    2018;        De 25 a 54 años;Mujeres;45.24;11.16;48.49;;;;;;;;
            18 Ceuta;    2018;        De 25 a 54 años;Mujeres;29.20;35.45;39.36;;;;;;;;
            19 Melilla;    2018;        De 25 a 54 años;Mujeres;31.75;29.85;41.83;;;;;;;;
            01 Andalucía;    2018;        55 y más años;Mujeres;36.24;22.81;43.08;;;;;;;;
            02 Aragón;    2018;        55 y más años;Mujeres;43.87;10.88;47.26;;;;;;;;
            03 Asturias, Principado de;    2018;        55 y más años;Mujeres;36.79;10.27;41.50;;;;;;;;
            04 Balears, Illes;    2018;        55 y más años;Mujeres;51.91;6.58;55.74;;;;;;;;
            05 Canarias;    2018;        55 y más años;Mujeres;45.03;21.60;51.67;;;;;;;;
            06 Cantabria;    2018;        55 y más años;Mujeres;42.93;9.41;46.63;;;;;;;;
            07 Castilla y León;    2018;        55 y más años;Mujeres;38.42;11.87;43.20;;;;;;;;
            08 Castilla - La Mancha;    2018;        55 y más años;Mujeres;35.65;18.13;41.05;;;;;;;;
            09 Cataluña;    2018;        55 y más años;Mujeres;49.52;11.44;53.29;;;;;;;;
            10 Comunitat Valenciana;    2018;        55 y más años;Mujeres;43.70;17.30;48.28;;;;;;;;
            11 Extremadura;    2018;        55 y más años;Mujeres;33.30;22.15;39.79;;;;;;;;
            12 Galicia;    2018;        55 y más años;Mujeres;41.88;11.22;46.59;;;;;;;;
            13 Madrid, Comunidad de;    2018;        55 y más años;Mujeres;51.86;12.30;55.95;;;;;;;;
            14 Murcia, Región de;    2018;        55 y más años;Mujeres;42.78;17.89;46.91;;;;;;;;
            15 Navarra, Comunidad Foral de;    2018;        55 y más años;Mujeres;48.81;8.67;51.99;;;;;;;;
            16 País Vasco;    2018;        55 y más años;Mujeres;46.12;7.85;50.00;;;;;;;;
            17 Rioja, La;    2018;        55 y más años;Mujeres;46.44;10.53;49.52;;;;;;;;
            18 Ceuta;    2018;        55 y más años;Mujeres;32.22;22.59;41.36;;;;;;;;
            19 Melilla;    2018;        55 y más años;Mujeres;31.22;20.34;39.32;;;;;;;;
            01 Andalucía;    2017;        Menores de 25 años;Mujeres;4.70;49.34;10.97;;;;;;;;
            02 Aragón;    2017;        Menores de 25 años;Mujeres;5.83;30.67;11.88;;;;;;;;
            03 Asturias, Principado de;    2017;        Menores de 25 años;Mujeres;4.81;34.64;12.75;;;;;;;;
            04 Balears, Illes;    2017;        Menores de 25 años;Mujeres;9.56;30.27;15.73;;;;;;;;
            05 Canarias;    2017;        Menores de 25 años;Mujeres;9.90;41.58;17.67;;;;;;;;
            06 Cantabria;    2017;        Menores de 25 años;Mujeres;2.42;32.17;4.10;;;;;;;;
            07 Castilla y León;    2017;        Menores de 25 años;Mujeres;6.05;33.95;9.31;;;;;;;;
            08 Castilla - La Mancha;    2017;        Menores de 25 años;Mujeres;5.47;50.42;10.13;;;;;;;;
            09 Cataluña;    2017;        Menores de 25 años;Mujeres;14.05;27.95;20.96;;;;;;;;
            10 Comunitat Valenciana;    2017;        Menores de 25 años;Mujeres;6.31;39.29;11.30;;;;;;;;
