CCAA;año;edad;sexo;tasa_empleo;tasa_paro;tasa_actividad;;;;;;;;
            04 Balears, Illes;2021;        Menores de 25 años;Mujeres;30.41;34.56;47.29;;;;;;;;
            05 Canarias;2021;        Menores de 25 años;Mujeres;19.72;54.26;42.54;;;;;;;;
            06 Cantabria;2021;        Menores de 25 años;Mujeres;18.46;22.96;30.77;;;;;;;;
            07 Castilla y León;2021;        Menores de 25 años;Mujeres;24.29;31.14;38.91;;;;;;;;
            08 Castilla - La Mancha;2021;        Menores de 25 años;Mujeres;21.88;43.06;43.56;;;;;;;;
            09 Cataluña;2021;        Menores de 25 años;Mujeres;31.85;28.77;51.19;;;;;;;;
            10 Comunitat Valenciana;2021;        Menores de 25 años;Mujeres;23.39;38.07;44.26;;;;;;;;
            11 Extremadura;2021;        Menores de 25 años;Mujeres;18.43;52.44;39.22;;;;;;;;
            12 Galicia;2021;        Menores de 25 años;Mujeres;21.49;33.54;33.94;;;;;;;;
            13 Madrid, Comunidad de;2021;        Menores de 25 años;Mujeres;25.98;27.61;42.82;;;;;;;;
            14 Murcia, Región de;2021;        Menores de 25 años;Mujeres;22.96;34.90;43.09;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        Menores de 25 años;Mujeres;30.00;19.11;44.89;;;;;;;;
            16 País Vasco;2021;        Menores de 25 años;Mujeres;26.58;29.82;41.17;;;;;;;;
            17 Rioja, La;2021;        Menores de 25 años;Mujeres;19.60;39.50;40.78;;;;;;;;
            18 Ceuta;2021;        Menores de 25 años;Mujeres;11.10;67.22;40.54;;;;;;;;
            19 Melilla;2021;        Menores de 25 años;Mujeres;10.13;55.43;25.70;;;;;;;;
            01 Andalucía;2021;        25 y más años;Mujeres;22.61;23.98;44.40;;;;;;;;
            02 Aragón;2021;        25 y más años;Mujeres;25.90;10.95;39.69;;;;;;;;
            03 Asturias, Principado de;2021;        25 y más años;Mujeres;21.71;12.98;32.43;;;;;;;;
            04 Balears, Illes;2021;        25 y más años;Mujeres;32.50;14.98;50.29;;;;;;;;
            05 Canarias;2021;        25 y más años;Mujeres;21.46;22.36;40.62;;;;;;;;
            06 Cantabria;2021;        25 y más años;Mujeres;22.87;12.56;37.90;;;;;;;;
            07 Castilla y León;2021;        25 y más años;Mujeres;25.79;12.77;39.59;;;;;;;;
            08 Castilla - La Mancha;2021;        25 y más años;Mujeres;24.86;19.26;43.77;;;;;;;;
            09 Cataluña;2021;        25 y más años;Mujeres;34.06;11.49;50.12;;;;;;;;
            10 Comunitat Valenciana;2021;        25 y más años;Mujeres;27.03;16.63;47.56;;;;;;;;
            11 Extremadura;2021;        25 y más años;Mujeres;21.48;22.97;40.84;;;;;;;;
            12 Galicia;2021;        25 y más años;Mujeres;22.87;12.06;36.15;;;;;;;;
            13 Madrid, Comunidad de;2021;        25 y más años;Mujeres;29.53;11.35;45.57;;;;;;;;
            14 Murcia, Región de;2021;        25 y más años;Mujeres;27.55;15.82;43.46;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        25 y más años;Mujeres;30.89;9.06;44.78;;;;;;;;
            16 País Vasco;2021;        25 y más años;Mujeres;27.43;8.83;38.06;;;;;;;;
            17 Rioja, La;2021;        25 y más años;Mujeres;17.24;13.16;31.56;;;;;;;;
            18 Ceuta;2021;        25 y más años;Mujeres;7.93;28.52;34.25;;;;;;;;
            19 Melilla;2021;        25 y más años;Mujeres;8.93;19.36;28.43;;;;;;;;
            01 Andalucía;2021;        De 16 a 19 años;Mujeres;24.91;63.73;44.02;;;;;;;;
            02 Aragón;2021;        De 16 a 19 años;Mujeres;29.14;49.34;40.69;;;;;;;;
            03 Asturias, Principado de;2021;        De 16 a 19 años;Mujeres;28.72;76.26;43.59;;;;;;;;
            04 Balears, Illes;2021;        De 16 a 19 años;Mujeres;38.76;39.93;50.44;;;;;;;;
            05 Canarias;2021;        De 16 a 19 años;Mujeres;23.77;90.56;44.68;;;;;;;;
            06 Cantabria;2021;        De 16 a 19 años;Mujeres;26.97;29.12;41.33;;;;;;;;
            07 Castilla y León;2021;        De 16 a 19 años;Mujeres;25.40;59.62;40.13;;;;;;;;
            08 Castilla - La Mancha;2021;        De 16 a 19 años;Mujeres;28.83;51.87;46.23;;;;;;;;
            09 Cataluña;2021;        De 16 a 19 años;Mujeres;34.84;42.62;50.88;;;;;;;;
            10 Comunitat Valenciana;2021;        De 16 a 19 años;Mujeres;31.63;52.93;52.04;;;;;;;;
            11 Extremadura;2021;        De 16 a 19 años;Mujeres;20.75;66.04;40.71;;;;;;;;
            12 Galicia;2021;        De 16 a 19 años;Mujeres;27.35;49.52;38.80;;;;;;;;
            13 Madrid, Comunidad de;2021;        De 16 a 19 años;Mujeres;32.07;50.47;47.07;;;;;;;;
            14 Murcia, Región de;2021;        De 16 a 19 años;Mujeres;29.96;50.74;43.64;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        De 16 a 19 años;Mujeres;28.85;39.77;42.25;;;;;;;;
            16 País Vasco;2021;        De 16 a 19 años;Mujeres;30.06;48.86;42.07;;;;;;;;
            17 Rioja, La;2021;        De 16 a 19 años;Mujeres;31.39;67.97;45.37;;;;;;;;
            18 Ceuta;2021;        De 16 a 19 años;Mujeres;20.25;72.79;38.26;;;;;;;;
            19 Melilla;2021;        De 16 a 19 años;Mujeres;9.88;100.00;27.26;;;;;;;;
            01 Andalucía;2021;        De 20 a 24 años;Mujeres;32.59;43.68;48.18;;;;;;;;
            02 Aragón;2021;        De 20 a 24 años;Mujeres;35.25;27.30;46.66;;;;;;;;
            03 Asturias, Principado de;2021;        De 20 a 24 años;Mujeres;33.53;30.80;43.21;;;;;;;;
            04 Balears, Illes;2021;        De 20 a 24 años;Mujeres;36.87;33.69;47.62;;;;;;;;
            05 Canarias;2021;        De 20 a 24 años;Mujeres;30.57;51.49;44.07;;;;;;;;
            06 Cantabria;2021;        De 20 a 24 años;Mujeres;31.36;22.22;41.71;;;;;;;;
            07 Castilla y León;2021;        De 20 a 24 años;Mujeres;28.79;27.44;40.58;;;;;;;;
            08 Castilla - La Mancha;2021;        De 20 a 24 años;Mujeres;36.55;41.12;49.43;;;;;;;;
            09 Cataluña;2021;        De 20 a 24 años;Mujeres;43.64;25.19;53.04;;;;;;;;
            10 Comunitat Valenciana;2021;        De 20 a 24 años;Mujeres;38.06;35.04;52.24;;;;;;;;
            11 Extremadura;2021;        De 20 a 24 años;Mujeres;25.83;50.58;43.06;;;;;;;;
            12 Galicia;2021;        De 20 a 24 años;Mujeres;28.72;31.99;37.84;;;;;;;;
            13 Madrid, Comunidad de;2021;        De 20 a 24 años;Mujeres;39.96;22.75;50.77;;;;;;;;
            14 Murcia, Región de;2021;        De 20 a 24 años;Mujeres;40.16;31.10;52.30;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        De 20 a 24 años;Mujeres;37.55;16.95;46.62;;;;;;;;
            16 País Vasco;2021;        De 20 a 24 años;Mujeres;32.19;25.78;41.78;;;;;;;;
            17 Rioja, La;2021;        De 20 a 24 años;Mujeres;38.85;31.81;50.73;;;;;;;;
            18 Ceuta;2021;        De 20 a 24 años;Mujeres;20.15;65.66;41.57;;;;;;;;
            19 Melilla;2021;        De 20 a 24 años;Mujeres;12.39;48.85;24.43;;;;;;;;
            01 Andalucía;2021;        De 25 a 54 años;Mujeres;34.14;24.09;47.36;;;;;;;;
            02 Aragón;2021;        De 25 a 54 años;Mujeres;36.39;11.30;44.01;;;;;;;;
            03 Asturias, Principado de;2021;        De 25 a 54 años;Mujeres;29.02;14.10;37.33;;;;;;;;
            04 Balears, Illes;2021;        De 25 a 54 años;Mujeres;39.99;14.90;49.24;;;;;;;;
            05 Canarias;2021;        De 25 a 54 años;Mujeres;33.51;22.57;45.79;;;;;;;;
            06 Cantabria;2021;        De 25 a 54 años;Mujeres;34.32;13.21;42.18;;;;;;;;
            07 Castilla y León;2021;        De 25 a 54 años;Mujeres;29.83;12.71;37.93;;;;;;;;
            08 Castilla - La Mancha;2021;        De 25 a 54 años;Mujeres;37.61;19.11;47.47;;;;;;;;
            09 Cataluña;2021;        De 25 a 54 años;Mujeres;44.85;11.72;52.56;;;;;;;;
            10 Comunitat Valenciana;2021;        De 25 a 54 años;Mujeres;40.32;16.29;51.93;;;;;;;;
            11 Extremadura;2021;        De 25 a 54 años;Mujeres;26.93;23.58;41.34;;;;;;;;
            12 Galicia;2021;        De 25 a 54 años;Mujeres;28.80;12.51;36.23;;;;;;;;
            13 Madrid, Comunidad de;2021;        De 25 a 54 años;Mujeres;42.07;11.18;52.89;;;;;;;;
            14 Murcia, Región de;2021;        De 25 a 54 años;Mujeres;39.09;15.58;48.03;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        De 25 a 54 años;Mujeres;38.15;9.78;45.49;;;;;;;;
            16 País Vasco;2021;        De 25 a 54 años;Mujeres;33.94;8.98;41.74;;;;;;;;
            17 Rioja, La;2021;        De 25 a 54 años;Mujeres;36.61;12.87;46.60;;;;;;;;
            18 Ceuta;2021;        De 25 a 54 años;Mujeres;16.55;36.09;36.23;;;;;;;;
            19 Melilla;2021;        De 25 a 54 años;Mujeres;25.67;20.63;45.32;;;;;;;;
            01 Andalucía;2021;        55 y más años;Mujeres;33.42;23.47;46.32;;;;;;;;
            02 Aragón;2021;        55 y más años;Mujeres;39.46;9.71;45.71;;;;;;;;
            03 Asturias, Principado de;2021;        55 y más años;Mujeres;28.29;9.42;36.41;;;;;;;;
            04 Balears, Illes;2021;        55 y más años;Mujeres;41.53;15.30;50.10;;;;;;;;
            05 Canarias;2021;        55 y más años;Mujeres;34.42;21.48;46.95;;;;;;;;
            06 Cantabria;2021;        55 y más años;Mujeres;29.86;10.13;39.28;;;;;;;;
            07 Castilla y León;2021;        55 y más años;Mujeres;31.14;12.96;40.23;;;;;;;;
            08 Castilla - La Mancha;2021;        55 y más años;Mujeres;35.52;19.92;46.45;;;;;;;;
            09 Cataluña;2021;        55 y más años;Mujeres;45.04;10.48;53.83;;;;;;;;
            10 Comunitat Valenciana;2021;        55 y más años;Mujeres;42.35;17.94;53.67;;;;;;;;
            11 Extremadura;2021;        55 y más años;Mujeres;27.04;20.32;40.27;;;;;;;;
            12 Galicia;2021;        55 y más años;Mujeres;29.47;10.51;38.33;;;;;;;;
            13 Madrid, Comunidad de;2021;        55 y más años;Mujeres;45.54;12.02;54.27;;;;;;;;
            14 Murcia, Región de;2021;        55 y más años;Mujeres;37.40;16.84;48.28;;;;;;;;
            15 Navarra, Comunidad Foral de;2021;        55 y más años;Mujeres;39.80;6.33;46.79;;;;;;;;
            16 País Vasco;2021;        55 y más años;Mujeres;33.34;8.33;42.91;;;;;;;;
            17 Rioja, La;2021;        55 y más años;Mujeres;37.42;14.19;46.02;;;;;;;;
            18 Ceuta;2021;        55 y más años;Mujeres;12.71;8.26;43.08;;;;;;;;
            19 Melilla;2021;        55 y más años;Mujeres;29.35;13.87;40.77;;;;;;;;
            01 Andalucía;    2020;        Menores de 25 años;Mujeres;43.72;52.45;54.66;;;;;;;;
            02 Aragón;    2020;        Menores de 25 años;Mujeres;51.77;33.57;57.18;;;;;;;;
            03 Asturias, Principado de;    2020;        Menores de 25 años;Mujeres;43.13;31.76;49.38;;;;;;;;
            04 Balears, Illes;    2020;        Menores de 25 años;Mujeres;55.84;44.77;62.34;;;;;;;;
            05 Canarias;    2020;        Menores de 25 años;Mujeres;47.89;48.16;57.66;;;;;;;;
            06 Cantabria;    2020;        Menores de 25 años;Mujeres;47.84;41.94;52.79;;;;;;;;
            07 Castilla y León;    2020;        Menores de 25 años;Mujeres;46.57;37.76;52.00;;;;;;;;
            08 Castilla - La Mancha;    2020;        Menores de 25 años;Mujeres;46.60;43.17;55.36;;;;;;;;
            09 Cataluña;    2020;        Menores de 25 años;Mujeres;54.29;32.64;59.16;;;;;;;;
            10 Comunitat Valenciana;    2020;        Menores de 25 años;Mujeres;48.89;39.66;56.69;;;;;;;;
            11 Extremadura;    2020;        Menores de 25 años;Mujeres;42.76;51.13;53.11;;;;;;;;
            12 Galicia;    2020;        Menores de 25 años;Mujeres;46.46;35.88;51.56;;;;;;;;
            13 Madrid, Comunidad de;    2020;        Menores de 25 años;Mujeres;55.52;33.20;62.02;;;;;;;;
            14 Murcia, Región de;    2020;        Menores de 25 años;Mujeres;49.12;43.14;56.61;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        Menores de 25 años;Mujeres;52.42;23.87;58.21;;;;;;;;
            16 País Vasco;    2020;        Menores de 25 años;Mujeres;50.82;36.42;54.92;;;;;;;;
            17 Rioja, La;    2020;        Menores de 25 años;Mujeres;52.08;27.12;57.79;;;;;;;;
            18 Ceuta;    2020;        Menores de 25 años;Mujeres;40.88;62.61;59.85;;;;;;;;
            19 Melilla;    2020;        Menores de 25 años;Mujeres;42.82;61.69;55.80;;;;;;;;
            01 Andalucía;    2020;        25 y más años;Mujeres;42.07;24.78;53.58;;;;;;;;
            02 Aragón;    2020;        25 y más años;Mujeres;51.00;12.29;56.79;;;;;;;;
            03 Asturias, Principado de;    2020;        25 y más años;Mujeres;40.96;13.67;46.85;;;;;;;;
            04 Balears, Illes;    2020;        25 y más años;Mujeres;54.78;15.84;61.95;;;;;;;;
            05 Canarias;    2020;        25 y más años;Mujeres;47.77;22.41;57.81;;;;;;;;
            06 Cantabria;    2020;        25 y más años;Mujeres;46.74;11.42;52.27;;;;;;;;
            07 Castilla y León;    2020;        25 y más años;Mujeres;47.23;12.46;52.76;;;;;;;;
            08 Castilla - La Mancha;    2020;        25 y más años;Mujeres;45.41;21.58;54.98;;;;;;;;
            09 Cataluña;    2020;        25 y más años;Mujeres;53.04;11.88;58.21;;;;;;;;
            10 Comunitat Valenciana;    2020;        25 y más años;Mujeres;47.64;16.95;55.49;;;;;;;;
            11 Extremadura;    2020;        25 y más años;Mujeres;42.01;24.64;52.36;;;;;;;;
            12 Galicia;    2020;        25 y más años;Mujeres;45.75;12.38;51.50;;;;;;;;
            13 Madrid, Comunidad de;    2020;        25 y más años;Mujeres;54.35;12.27;61.68;;;;;;;;
            14 Murcia, Región de;    2020;        25 y más años;Mujeres;48.31;17.64;56.42;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        25 y más años;Mujeres;52.29;9.26;57.68;;;;;;;;
            16 País Vasco;    2020;        25 y más años;Mujeres;50.10;9.23;54.35;;;;;;;;
            17 Rioja, La;    2020;        25 y más años;Mujeres;52.51;11.70;57.76;;;;;;;;
            18 Ceuta;    2020;        25 y más años;Mujeres;39.31;24.60;57.25;;;;;;;;
            19 Melilla;    2020;        25 y más años;Mujeres;46.27;23.25;59.93;;;;;;;;
            01 Andalucía;    2020;        De 16 a 19 años;Mujeres;40.70;72.30;53.54;;;;;;;;
            02 Aragón;    2020;        De 16 a 19 años;Mujeres;50.38;46.92;56.58;;;;;;;;
            03 Asturias, Principado de;    2020;        De 16 a 19 años;Mujeres;42.08;65.38;48.36;;;;;;;;
            04 Balears, Illes;    2020;        De 16 a 19 años;Mujeres;52.78;61.45;62.08;;;;;;;;
            05 Canarias;    2020;        De 16 a 19 años;Mujeres;44.74;68.24;57.62;;;;;;;;
            06 Cantabria;    2020;        De 16 a 19 años;Mujeres;46.35;52.61;53.00;;;;;;;;
            07 Castilla y León;    2020;        De 16 a 19 años;Mujeres;44.59;57.97;51.12;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 16 a 19 años;Mujeres;44.42;71.78;55.02;;;;;;;;
            09 Cataluña;    2020;        De 16 a 19 años;Mujeres;52.30;57.08;59.09;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 16 a 19 años;Mujeres;45.66;61.76;54.77;;;;;;;;
            11 Extremadura;    2020;        De 16 a 19 años;Mujeres;39.73;79.89;51.58;;;;;;;;
            12 Galicia;    2020;        De 16 a 19 años;Mujeres;44.57;55.41;50.68;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 16 a 19 años;Mujeres;54.89;49.52;61.92;;;;;;;;
            14 Murcia, Región de;    2020;        De 16 a 19 años;Mujeres;47.24;61.21;56.12;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 16 a 19 años;Mujeres;52.44;14.51;57.66;;;;;;;;
            16 País Vasco;    2020;        De 16 a 19 años;Mujeres;49.74;53.52;54.56;;;;;;;;
            17 Rioja, La;    2020;        De 16 a 19 años;Mujeres;50.46;53.67;58.10;;;;;;;;
            18 Ceuta;    2020;        De 16 a 19 años;Mujeres;38.72;100.00;54.16;;;;;;;;
            19 Melilla;    2020;        De 16 a 19 años;Mujeres;50.47;83.80;62.59;;;;;;;;
            01 Andalucía;    2020;        De 20 a 24 años;Mujeres;38.51;48.52;51.20;;;;;;;;
            02 Aragón;    2020;        De 20 a 24 años;Mujeres;48.52;31.49;55.31;;;;;;;;
            03 Asturias, Principado de;    2020;        De 20 a 24 años;Mujeres;41.33;27.22;47.87;;;;;;;;
            04 Balears, Illes;    2020;        De 20 a 24 años;Mujeres;50.47;42.20;59.97;;;;;;;;
            05 Canarias;    2020;        De 20 a 24 años;Mujeres;43.42;46.03;55.96;;;;;;;;
            06 Cantabria;    2020;        De 20 a 24 años;Mujeres;45.40;39.85;51.26;;;;;;;;
            07 Castilla y León;    2020;        De 20 a 24 años;Mujeres;44.02;34.66;50.29;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 20 a 24 años;Mujeres;41.24;39.63;52.59;;;;;;;;
            09 Cataluña;    2020;        De 20 a 24 años;Mujeres;50.91;28.53;57.78;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 20 a 24 años;Mujeres;44.58;34.60;53.68;;;;;;;;
            11 Extremadura;    2020;        De 20 a 24 años;Mujeres;38.68;46.05;51.33;;;;;;;;
            12 Galicia;    2020;        De 20 a 24 años;Mujeres;43.72;33.53;49.90;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 20 a 24 años;Mujeres;53.67;30.96;61.17;;;;;;;;
            14 Murcia, Región de;    2020;        De 20 a 24 años;Mujeres;44.62;39.35;54.18;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 20 a 24 años;Mujeres;49.90;24.93;54.99;;;;;;;;
            16 País Vasco;    2020;        De 20 a 24 años;Mujeres;49.13;34.49;54.13;;;;;;;;
            17 Rioja, La;    2020;        De 20 a 24 años;Mujeres;49.45;24.64;56.00;;;;;;;;
            18 Ceuta;    2020;        De 20 a 24 años;Mujeres;38.05;57.57;50.47;;;;;;;;
            19 Melilla;    2020;        De 20 a 24 años;Mujeres;46.20;55.34;60.19;;;;;;;;
            01 Andalucía;    2020;        De 25 a 54 años;Mujeres;40.23;25.60;52.70;;;;;;;;
            02 Aragón;    2020;        De 25 a 54 años;Mujeres;49.92;12.79;55.69;;;;;;;;
            03 Asturias, Principado de;    2020;        De 25 a 54 años;Mujeres;41.55;14.97;48.61;;;;;;;;
            04 Balears, Illes;    2020;        De 25 a 54 años;Mujeres;53.95;16.14;61.23;;;;;;;;
            05 Canarias;    2020;        De 25 a 54 años;Mujeres;46.10;22.84;57.84;;;;;;;;
            06 Cantabria;    2020;        De 25 a 54 años;Mujeres;46.48;12.27;51.61;;;;;;;;
            07 Castilla y León;    2020;        De 25 a 54 años;Mujeres;44.58;12.71;50.95;;;;;;;;
            08 Castilla - La Mancha;    2020;        De 25 a 54 años;Mujeres;43.30;21.83;53.78;;;;;;;;
            09 Cataluña;    2020;        De 25 a 54 años;Mujeres;52.34;12.38;58.44;;;;;;;;
            10 Comunitat Valenciana;    2020;        De 25 a 54 años;Mujeres;45.79;17.23;54.19;;;;;;;;
            11 Extremadura;    2020;        De 25 a 54 años;Mujeres;37.95;26.04;51.14;;;;;;;;
            12 Galicia;    2020;        De 25 a 54 años;Mujeres;44.84;13.25;51.09;;;;;;;;
            13 Madrid, Comunidad de;    2020;        De 25 a 54 años;Mujeres;54.74;12.51;61.02;;;;;;;;
            14 Murcia, Región de;    2020;        De 25 a 54 años;Mujeres;45.48;18.42;54.37;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        De 25 a 54 años;Mujeres;52.28;9.87;57.09;;;;;;;;
            16 País Vasco;    2020;        De 25 a 54 años;Mujeres;49.66;10.24;54.21;;;;;;;;
            17 Rioja, La;    2020;        De 25 a 54 años;Mujeres;52.28;11.91;57.43;;;;;;;;
            18 Ceuta;    2020;        De 25 a 54 años;Mujeres;36.02;28.02;50.21;;;;;;;;
            19 Melilla;    2020;        De 25 a 54 años;Mujeres;41.27;25.03;58.78;;;;;;;;
            01 Andalucía;    2020;        55 y más años;Mujeres;39.03;20.66;52.39;;;;;;;;
            02 Aragón;    2020;        55 y más años;Mujeres;49.21;10.31;55.40;;;;;;;;
            03 Asturias, Principado de;    2020;        55 y más años;Mujeres;41.77;9.49;48.50;;;;;;;;
            04 Balears, Illes;    2020;        55 y más años;Mujeres;55.02;14.55;61.18;;;;;;;;
            05 Canarias;    2020;        55 y más años;Mujeres;45.99;20.51;57.73;;;;;;;;
            06 Cantabria;    2020;        55 y más años;Mujeres;45.34;8.27;51.06;;;;;;;;
            07 Castilla y León;    2020;        55 y más años;Mujeres;43.69;11.59;50.51;;;;;;;;
            08 Castilla - La Mancha;    2020;        55 y más años;Mujeres;41.67;20.46;53.49;;;;;;;;
            09 Cataluña;    2020;        55 y más años;Mujeres;51.50;9.71;57.87;;;;;;;;
            10 Comunitat Valenciana;    2020;        55 y más años;Mujeres;45.46;15.77;54.35;;;;;;;;
            11 Extremadura;    2020;        55 y más años;Mujeres;36.56;18.73;50.51;;;;;;;;
            12 Galicia;    2020;        55 y más años;Mujeres;44.32;9.14;51.19;;;;;;;;
            13 Madrid, Comunidad de;    2020;        55 y más años;Mujeres;53.03;11.24;60.31;;;;;;;;
            14 Murcia, Región de;    2020;        55 y más años;Mujeres;43.80;14.28;54.53;;;;;;;;
            15 Navarra, Comunidad Foral de;    2020;        55 y más años;Mujeres;51.68;6.60;57.49;;;;;;;;
            16 País Vasco;    2020;        55 y más años;Mujeres;48.87;5.74;53.68;;;;;;;;
            17 Rioja, La;    2020;        55 y más años;Mujeres;50.77;10.90;57.07;;;;;;;;
            18 Ceuta;    2020;        55 y más años;Mujeres;36.57;12.98;54.61;;;;;;;;
            19 Melilla;    2020;        55 y más años;Mujeres;43.78;16.32;60.90;;;;;;;;
            01 Andalucía;    2019;        Menores de 25 años;Mujeres;38.52;46.27;52.80;;;;;;;;
            02 Aragón;    2019;        Menores de 25 años;Mujeres;47.05;31.35;54.48;;;;;;;;
            03 Asturias, Principado de;    2019;        Menores de 25 años;Mujeres;41.88;30.16;48.19;;;;;;;;
            04 Balears, Illes;    2019;        Menores de 25 años;Mujeres;53.65;31.84;60.41;;;;;;;;
            05 Canarias;    2019;        Menores de 25 años;Mujeres;43.72;44.50;58.09;;;;;;;;
            06 Cantabria;    2019;        Menores de 25 años;Mujeres;45.81;34.87;52.59;;;;;;;;
            07 Castilla y León;    2019;        Menores de 25 años;Mujeres;42.94;32.99;50.91;;;;;;;;
            08 Castilla - La Mancha;    2019;        Menores de 25 años;Mujeres;40.56;44.74;53.41;;;;;;;;
            09 Cataluña;    2019;        Menores de 25 años;Mujeres;50.78;23.82;58.60;;;;;;;;
            10 Comunitat Valenciana;    2019;        Menores de 25 años;Mujeres;44.44;36.38;54.64;;;;;;;;
            11 Extremadura;    2019;        Menores de 25 años;Mujeres;35.24;54.33;49.62;;;;;;;;
            12 Galicia;    2019;        Menores de 25 años;Mujeres;42.82;27.29;50.71;;;;;;;;
            13 Madrid, Comunidad de;    2019;        Menores de 25 años;Mujeres;52.79;29.75;60.57;;;;;;;;
            14 Murcia, Región de;    2019;        Menores de 25 años;Mujeres;43.58;40.60;54.62;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        Menores de 25 años;Mujeres;50.05;21.87;56.34;;;;;;;;
            16 País Vasco;    2019;        Menores de 25 años;Mujeres;46.92;27.69;52.94;;;;;;;;
            17 Rioja, La;    2019;        Menores de 25 años;Mujeres;48.22;22.38;55.73;;;;;;;;
            18 Ceuta;    2019;        Menores de 25 años;Mujeres;36.17;40.53;49.62;;;;;;;;
            19 Melilla;    2019;        Menores de 25 años;Mujeres;35.68;59.46;54.99;;;;;;;;
            01 Andalucía;    2019;        25 y más años;Mujeres;37.51;23.65;53.61;;;;;;;;
            02 Aragón;    2019;        25 y más años;Mujeres;46.33;10.35;55.44;;;;;;;;
            03 Asturias, Principado de;    2019;        25 y más años;Mujeres;41.25;14.54;48.61;;;;;;;;
            04 Balears, Illes;    2019;        25 y más años;Mujeres;54.85;11.88;62.94;;;;;;;;
            05 Canarias;    2019;        25 y más años;Mujeres;43.25;20.29;58.89;;;;;;;;
            06 Cantabria;    2019;        25 y más años;Mujeres;44.81;9.95;52.60;;;;;;;;
            07 Castilla y León;    2019;        25 y más años;Mujeres;42.40;12.51;50.73;;;;;;;;
            08 Castilla - La Mancha;    2019;        25 y más años;Mujeres;39.17;19.50;52.91;;;;;;;;
            09 Cataluña;    2019;        25 y más años;Mujeres;49.72;10.43;59.00;;;;;;;;
            10 Comunitat Valenciana;    2019;        25 y más años;Mujeres;44.11;15.50;55.73;;;;;;;;
            11 Extremadura;    2019;        25 y más años;Mujeres;34.16;25.80;49.32;;;;;;;;
            12 Galicia;    2019;        25 y más años;Mujeres;42.09;12.24;50.50;;;;;;;;
            13 Madrid, Comunidad de;    2019;        25 y más años;Mujeres;52.03;10.30;61.18;;;;;;;;
            14 Murcia, Región de;    2019;        25 y más años;Mujeres;42.26;16.34;53.28;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        25 y más años;Mujeres;49.13;8.43;56.44;;;;;;;;
            16 País Vasco;    2019;        25 y más años;Mujeres;47.36;8.39;53.89;;;;;;;;
            17 Rioja, La;    2019;        25 y más años;Mujeres;47.80;8.98;55.67;;;;;;;;
            18 Ceuta;    2019;        25 y más años;Mujeres;35.72;28.26;51.02;;;;;;;;
            19 Melilla;    2019;        25 y más años;Mujeres;33.84;29.79;50.51;;;;;;;;
            01 Andalucía;    2019;        De 16 a 19 años;Mujeres;36.70;61.77;54.29;;;;;;;;
            02 Aragón;    2019;        De 16 a 19 años;Mujeres;44.59;47.22;54.40;;;;;;;;
            03 Asturias, Principado de;    2019;        De 16 a 19 años;Mujeres;39.78;17.27;48.26;;;;;;;;
            04 Balears, Illes;    2019;        De 16 a 19 años;Mujeres;52.96;52.43;62.85;;;;;;;;
            05 Canarias;    2019;        De 16 a 19 años;Mujeres;41.50;51.94;58.51;;;;;;;;
            06 Cantabria;    2019;        De 16 a 19 años;Mujeres;42.57;44.26;52.30;;;;;;;;
            07 Castilla y León;    2019;        De 16 a 19 años;Mujeres;40.66;41.83;50.35;;;;;;;;
            08 Castilla - La Mancha;    2019;        De 16 a 19 años;Mujeres;37.80;62.05;53.00;;;;;;;;
            09 Cataluña;    2019;        De 16 a 19 años;Mujeres;48.09;34.95;58.52;;;;;;;;
            10 Comunitat Valenciana;    2019;        De 16 a 19 años;Mujeres;42.83;45.94;54.89;;;;;;;;
            11 Extremadura;    2019;        De 16 a 19 años;Mujeres;34.00;87.58;49.59;;;;;;;;
            12 Galicia;    2019;        De 16 a 19 años;Mujeres;40.77;44.70;50.30;;;;;;;;
            13 Madrid, Comunidad de;    2019;        De 16 a 19 años;Mujeres;51.74;51.26;61.33;;;;;;;;
            14 Murcia, Región de;    2019;        De 16 a 19 años;Mujeres;39.56;60.51;53.49;;;;;;;;
            15 Navarra, Comunidad Foral de;    2019;        De 16 a 19 años;Mujeres;48.53;51.17;56.40;;;;;;;;
            16 País Vasco;    2019;        De 16 a 19 años;Mujeres;46.17;42.62;53.44;;;;;;;;
            17 Rioja, La;    2019;        De 16 a 19 años;Mujeres;46.60;26.31;55.21;;;;;;;;
